hotel_id,title,score,stay_date,positive,negative
54,"Vibre Cluj-Napoca, un hotel MINUNAT! ❤️",10,februarie 2025,"Totul a fost minunat! Nu ne-a lipsit nimic! Apreciez designul camerei, calitatea produselor cosmetice, calitatea produselor de la micul dejun!","Un mic inconvenient, totuși! În cameră a fost un pic cam rece...deși am setat temperatura maximă, 28°C, în cameră și în baie era cam rece...nu erau 28°C, în niciun caz! Însă, menționez că afară au fost, pe timpul nopții, - 11°C,  în zona spațiilor vitrate fiind chiar frig, noroc cu draperiile groase care mai estompau puțin acest neajuns!"
54,Excepţional,10,februarie 2025,Micul dejun extraordinar!,
54,Superb,10,februarie 2025,Pe masura asteptarilor,Nu am ce preciza
54,Excepţional,10,februarie 2025,"Cel mai bun hotel din Cluj-Napoca, de departe, iar restaurantul C’est la vie e ceva de vis.",
50,Excepţional,10,Aug-24,"Super curat, pat confortabil, raport calitate-pret excelent. Ca locatie, aproape de plaja si restaurante. Personalul minunat. Ne-am putut odihni foarte bine, chiar daca am stat doar pentru o noapte. Dorim sa revenim.",Nu avem lucruri ce nu ne-au placut.
50,Excepţional,10,iunie 2024,"Curat, camera spațioasă, gazdă amabilă",
50,f bine,10,martie 2024,superb,
50,Excepţional,10,iunie 2023,exceotional,
50,Superb,9,iulie 2023,"Curățenie, aproape de obiective turistice si plaja",
50,Superb,9,iunie 2023,"Aproape de plaja, personal amabil, curatenie",
50,Superb,9,iunie 2023,"Camera foarte curata, salteaua si pernele extrem de comode.",Nu am gasit telecomanda de la aerul conditionat dar cu siguranta ne-ar fi ajutat cei de la receptie cu una.
50,Excepţional,10,Aug-22,Curatenie..liniste..servicii bune,
50,Excepţional,10,iulie 2022,"Un hotel amplasat în apropierea delfinarului, la 8 minute de plajă și alte atracții turistice. Camera este mare, curată, cu mobilă atent aleasă (dar care nu ar putea fi pe placul tuturor). Merită pentru un sejur, iar recepția este tare simpatică.",
50,Excepţional,10,iunie 2022,"Rapiditatea,Punctualitatea,Seriozitatea si Curatenia; Am rezervat o camera pentru o noapte si ne.am simtit extraordinar de bine,eu si cu prietena mea,chiar ni s.a facut chekin.ul mult mai repede decat ne asteptam si fata de cum era in programul hotelului; Doamna de la receptie,inclusiv restul personalului ne.au primit cu bratele deschise,caldura,vorbe frumoase,orice ajutor si socializare faina; Multumim frumos si cu siguranta vom mai reveni!",
50,Excepţional,10,mai 2025,,
50,Excepţional,10,mai 2025,,
50,Superb,9,Aug-24,,
50,Excepţional,10,iulie 2024,,
50,Superb,9,iulie 2024,,
50,Excepţional,10,iunie 2024,,
50,Excepţional,10,iunie 2024,,
50,Superb,9,Aug-23,,
50,Excepţional,10,iulie 2023,,
50,Superb,9,iulie 2023,,
50,Excepţional,10,iulie 2022,,
50,Excepţional,10,iulie 2022,,
50,Excepţional,10,iulie 2022,,
50,Foarte bine,8,iulie 2022,,
53,De tranzit 2 nopti,8,aprilie 2025,"Oameni seriosi afacere de familie ,curatenie ok, locatie aproape de Cazino , Central , putin zgomot de la masini langa sosea .","zgomot masini fiind in centru probleme cu parcarea ,vecini . ..."
53,Excellent!,10,mai 2025,"Pozitionare bună ,pe Jos 20 de minute  până în centru, camere curate, personal foarte amabil.",
53,Excepţional,10,mai 2025,Totul,
53,Superb,9,aprilie 2025,"Este o locatie linistita, cu camere spatioase, curate si personal amabil.
Asta a fost motivul pt care am revenit.",
53,Excepţional,10,ianuarie 2025,Totul,
53,Un sejur bun.,8,decembrie 2024,"nu a fost mic dejun, dar pozitia hotelului in raport cu nevoile calatoriei, pretul si o parte din personal au fost multumitoare. Vom reveni.","Fereastra nu se inchidea f bine si ar fi necesare dotari pentru a putea face un ceai, cafea, in camera."
53,Vom reveni!,10,decembrie 2024,"Un hotel cu o locatie buna!
Camere spatioase, bine intretinute! Personal amabil si prietenos!",
53,Superb,9,iulie 2024,Amabilitatea personalului,"Este nevoie de mai mult gel de dus, săpun pentru 2 persoane"
53,Foarte bine,8,iulie 2024,"Am stat doar o singura noapte, amabilitate, curatenie. Raport bun-calitate/preț.",-
53,Excepţional,10,Aug-24,"Staff-ul foarte dragut si prietenos, pentru doua nopti a fost un loc foarte potrivit, curat si conditiile bune 👏",-
53,Relaxant!,9,Aug-24,"Am prins canicula în mijlocul ei…sistemul de climatizare impecabil!
Curat
Personal foarte OK!
Patul fenomenal!",Problema cu parcarea deoarece locurile sunt extrem de limitate!
53,Excepţional,10,iulie 2024,"Flexibilitatea cu care se tratează fiecare posibilă situatie, informațiile oferite, personalul hotelului este foarte drăguț și acolo să te ajute la orice oră cu orice problemă. 
Camerele sunt foarte spațioase, foarte curate, aerul condiționat chiar funcționează și este pornit de dinainte să preiei camera. 
Hotelul este intr o zona liniștită și te poți odihni pe timpul nopții cu adevărat.","Parcarea nu este garantată, sunt doar câteva locuri de parcare pe o laterală, însă personalul hotelului a fost foarte drăguț și mi a recomandat câteva locuri unde pot lăsa mașina în siguranță."
53,Calitate pret ok,9,iunie 2024,Locația ok,"Pe balcon trebuie masa cu doua scaune.La sosire Dna de la Recepție mi a dat camera fără balcon cu toate ca rezervasem cu balcon, pana la urma mi a dat camera pe care am plătit o...nu mi a plăcut colaborarea cu dansa..."
53,Raport calitate - preț foarte bun,9,iunie 2024,Curățenia,Pernele
53,Excepţional,10,iunie 2024,"Amplasare ok , curatenie , liniste",-
53,Superb,9,februarie 2024,"Curatenia,ambiental frumos",Nu aveti papuci in camera pt baie
53,Superb,9,februarie 2024,"Amabilitate, curățenie",Mai trebuie renovat
53,Superb,9,decembrie 2023,"Hotelul foarte frumos, curățenie.
Cald in hotel și camera.
Acces cu card.
Raport bun calitate preț.",
53,Placut,9,octombrie 2023,Camere spatioase,Caldura
53,Excelent!,9,noiembrie 2023,"Camera foarte spatioasa, curat, cald, aplasare usor de localizat, loc de parcare langa. Voi reveni cu siguranta",Nu am nimic de obiectat.
53,Relaxant,8,septembrie 2023,Personal amabil si camera spatioasa.,"Ar trebui cateva imbunatatiri la baie, mocheta din camera si aerul conditionat ."
53,Excepţional,10,Aug-23,"Amabilitate, curățenie.. Totul ok.","Balconul foarte îngust, practic nu se poate numi balcon."
53,Excepţional,10,iulie 2023,"👍👍👍-urile noastre  sunt  pt⤵️
1. Curatenie= impecabila (sunt si art.pt baie)
 2. Este la cateva min. de plaja (cu masina)
3. Patul wooow.🤭...mare, baia +cam.suficient de mari 
4. Apa calda aproape  instant 🙂
5. Zona fara circulatie mare de masini
6. AC+ frigider destul de mare pt un hotel
7. Ferestrele  mari (pt cine vrea lumina multa)/ draperii ff bune pt cei ca mine=> imi place intunericul 😁 pt un somn ff bun 😴 , vedeam si marea de pe acea parte chiar si printre blocuri am intrezarit rasaritul 🌞","Mici ""-""uri ar fi pt lipsa liftului ➡️ cand vii/pleci cu bagajele.
   Nefiind mic dejun cu autoservire,  nu ne-a ""omorat"" asa tare  asta (am  servit in alta parte ,in drum spre   plaja) însa poate altii ar prefera ceva variat. 😁"
53,Excepţional,10,iulie 2023,"Totul a fost ok! Personal amabil, camera mare, curată, am avut și parcare.",
49,Superb,9,iunie 2025,Locatia excelenta. Micul dejun OK.,
49,Raport excepțional calitate/preț,10,martie 2025,"Curățenia, personalul amabil, camerele spațioase, design minimalist și modern. Restaurantul hotelului are o mâncare senzațională, am fost cu adevarat surprinsi, merita încercat.","Pereții exteriori din sticla ai băii, jaluzelele nu oferă intimitate 100%."
49,Foarte bine,8,martie 2025,"Foarte liniștit, confortabil","Restaurantul, chelnerii sunt foarte prietenoși dar mâncarea este mult sub alte restaurante si aici ma refer la cantitate si extrem de scumpa.in rest este  ok."
49,Superb,9,ianuarie 2025,,Mic dejun modest
49,Excepţional,10,martie 2025,Un hotel la care vom reveni cu mare placere cu o noua ocazie. Personalul foarte amabil si receptiv la solicitarile noastre. Curatenie in hotel si in restaurant. Micul dejun foarte bun.,
49,Foarte mulțumită.,10,februarie 2025,"Mi-a plăcut, totul referitor la cazare. Camera mare, fumoasa, confortabilă; baie mare, cu prosoape de bună calitate, la fel si produsele cosmetice pentru baie.
La restaurant nu am ajuns, pentru că am stat doua zile și am avut treabă în oraș.
Dar am avut expresor de cafea cu pastile de cafea in camera și cana pentru ceai.",Nu am ce să spun.
49,Excepţional,10,ianuarie 2025,Locație perfecta,..
49,Hotel bunișor cu servicii mediocre.,8,ianuarie 2025,Locația bună și vedere frumoasa spre mare.,"Micul dejun, nu corespunde nici pe departe unui asemenea hotel, la asemenea preț. Au cerut 10 euro per persoana pentru o omleta săracă și cafea pe care nu am reușit s-o servim... Fără opțiuni de alegere... 
Baia, necesita renovare sau cel puțin o mai bună curățare."
49,Superb,9,ianuarie 2025,Bun,
49,Super ok,8,decembrie 2024,"Camerele sunt foarte mari, e dragut ca accesul este pe baza de cartela si totul este automatizat. Cand am fost eu micul dejun nu a fost tip bufet suedez ci personalul m-a intrebat ce mi-as dori sa mananc si mi au pregatit un platou. A fost curat, insa camerele avand designul astfel incat baia e cumva de sticla, mi s-a parut ca ventilatia mai poate fi imbunatatita. Locatia este ok si vedere este foarte frumoasa.","-accesul se face usor dificil in sensul in care intrarea in parcare este pe o strada pe care Google Maps nu o recomanda; in plus am asteptat cateva minute la bariera pana cand am sunat in receptie pentru a mi se deschide bariera;
- in baie erau cateva pete pe jos insa personalul a fost dragut si am reusit sa schimbam camera"
49,Acceptabil.,9,decembrie 2024,"Locatie excelenta, Parcare pazita. Micul dejun variat. Camera bine incalzita.","Miros neplacut in camera din scurgerea de la baie. Fereastra nu se inchidea corect, avand clanta defecta."
49,Excepţional,10,septembrie 2024,Totul exceptional.,
49,Ok,9,noiembrie 2024,"Cafea buna in camera :) pat confortabil, selectie de programe TV ok, camera spatioasa, parcare, curat etc","Mic dejun numai de la 08.00??? Daca ai o intalnire devreme, sau orice business de dimineata nu mai prinzi sigur, macar de la 07.00…."
49,Hotel foarte bun pentru tabieturile mele.,10,noiembrie 2024,Camera mare și curată cu vedere la mare. Am avut expresor de cafea și capsule  în cameră ceea ce pentru mine a fost super să beau o cafea și să privesc marea.,"A fost zgomot de la mașinile care treceau pe stradă , mai ales când deschideam geamul."
49,Superb,9,noiembrie 2024,,"Apa potabila din camera, neimbuteliata..."
49,Superb,9,noiembrie 2024,"Salteaua este foarte buna. Curatenia, si faptul ca am avut niste facilitati smart, cum ar fi perdelele automate, televizorul foarte interactiv. Vederea foarte buna!","Mocheta este foarte rugoasa. Daca nu mergi cu papuci prin camera risti sa te ranesti la tălpi. Mic dejun gustos, dar nu prea variat. Locatia la mic dejun mi s-a parut geniala, deci a compensat. Baia are geamuri care da spre camera si sunt puse doua jaluzele printre care ramane ceva spatiu printre ele. Ati putea pune niste folii mate."
49,Hotel primitor,10,noiembrie 2024,Atmosfera primitoare.,-
49,Foarte bine,8,noiembrie 2024,A fost ok,
49,Foarte bine,8,octombrie 2024,"O locație modernă și confortabilă. 
Un plus pt micul dejun și restaurantul Atic.","Regulile hotelului nu îți permit să plătești decât la checkin. În situația în care vin vizitatori și cer facturi pe firmă, lăsând datele de facturare eu cred ca aceste condiții se pot relaxa. Sunt situații când în comunicarea cu departamentele de alocare bugete mai există neînțelegeri."
49,Excepţional,10,noiembrie 2024,"Confort, amabilitate, curatenie",
49,Superb,10,Aug-24,"Totul - camere superbe cu vedere la mare, rasarit superb, curat, impecabil
Restaurantul The Atic este absolut senzational atat dpdv mancare cat si privelistea oferita",-
49,Fabulos!,10,Aug-24,"Camera a fost exceptionala si foarte spatioasa. 
Baia avea doua chiuvete si dusul extrem de spațios. Draperiile se trageau usor, din pat, de la un buton amplasat langa pat. Televizorul avea un mesaj de intampinare cu numele persoanei care a rezervat camera. Privelistea era extraordinara! Am avut vedere totala la mare. M-am simtit rasfațată!",Micul dejun ar trebui imbunatatit si diversificat.
49,Excepţional,10,octombrie 2024,"Cafeaua, curatenia, iluminarea camerei",Peretii din sticla de la baie
49,Superb,9,octombrie 2024,"Camera mare si curata, patul confortabil",Am stat prea putin.Micul dejun  nu este foarte diversificat.
55,Excepţional,10,iunie 2025,"Apartamentul a fost superb, spatios, paturi confortabile! Check in-ul foarte usor! Locatie foarte buna! Aproape de orice!",
55,Exceptional,10,iunie 2025,"Hotelul este situat central, camerele sunt foarte curate, confortabile si moderne. Self-chek-in, cod de acces in camera pe telefon, simplu si eficient. Comunicare foarte buna cu managerul. Recomand acest hotel!",
55,Excepţional,10,mai 2025,"Excelent! Este un hotel frumos, curat, camere spațioase! Vom reveni cu cea mai mare! Îi mulțumesc domnului manager al hotelului pentru ajutorul acordat!",
55,Excepţional,10,mai 2025,"Locatie excelenta, pregatiri fomidabile, comfort minunat!",N/A
55,"Totul a fost superb, camera a fost curată, spațioasă și luminoasă.",9,mai 2025,"Personal amabil, am reușit să facem check-in ul mai devreme. Pe parcursul sejurului ne-am bucurat de o cameră spațioasă, luminoasă și curată, cu un design atent și piese de bun gust. Am apreciat ca există umbrele pe care le poți lua daca ești surprins de ploaie, în plus exista un lobby unde îți poți lăsa bagajele în siguranță după efectuarea check-out ului.","Nu am nimic de precizat, pe viitor cred că ar fi super dacă ar oferi și halate de baie și dacă ar adăuga și un fier de călcat în fiecare cameră."
55,Ma intorc mereu cu drag,10,mai 2025,"Hotel in inima Clujului de tip self check-in.
Am testat pana acum atat apartament cu o terasa super mare, cat si camera dubla.
Ambele super spatioase, atentie la detalii, confortabile.","Singurul dezavantaj ca nn ai mic dejun, insa in camera ai espresor, cafea si apa pe toata perioada sejurului."
55,Excepţional,10,mai 2025,Intr-an singur cuvânt poate fi descrisă locația- FANTASTIC! Nota 10 pentru toate criteriile ce stau la baza evaluării. Cu siguranță vom reveni! Recomand SIESTA BOUTIQUE SMART SUITES,
55,Excepţional,10,aprilie 2025,"Cocheta, zona linistita si foarte aproape de centru.",-
55,Foarte bine.,10,aprilie 2025,"Camera a fost spațioasă, bine dotată și amenajată cu gust.
Locația este în centrul orașului.",
55,Excepţional,10,aprilie 2025,"Curățenie impecabila, design modern, locație centrala,  totul la superlativ. Parcare acoperita la 2 minute de mers pe jos.",
55,Excepţional,10,aprilie 2025,"Curățenie, liniște, un mediu foarte plăcut",
55,Excepţional,10,aprilie 2025,"Apartamentul este  curat, decorat foarte frumos, situat în zona centrală. Ne am simțit minunat și totul a fost la superlativ. Recomand!",
55,Excepţional,10,aprilie 2025,"Locația, camera spațioasă, curatenie",
55,Foarte recomandat.,10,martie 2025,"Poziționare perfectă fix lângă întrarea în centrul istoric. 3-5 minute pe jos pana la Catedrala. Fix lângă toate universitățile (tehnica, medicina). Autobuzul de la aeroport oprește la 3 minute de mers pe jos.
Acces în hotel și camera pe baza de cod. Nu am văzut pe absolut nimeni, la recepție sau în alta parte, ceea ce poate fi un lucru bun.
Camera mare și foarte luminoasă. Curat. Decorat cu mult gust. Saltea de calitate.
Toiletries (gel dus, loțiune corp, săpun) și aparat de cafea și ceai în camera.","Pe viitor e bine sa fie oferita o versiune de mic dejun, chiar cu plata."
55,Excepţional,10,martie 2025,Totul impecabil 🤗,
55,Nota 10,10,martie 2025,"Curat, confort, superb",
55,Cu siguranță mai revenim!,10,martie 2025,"O proprietate îngrijită la cele mai înalte standarde. De asemenea, poziționarea ei în zona ultra centrală facilitează accesul la principalele atracții din oraș.
Am apreciat și sistemul intuitiv de check in și check out.",
55,Cazare moderna si confortabila in centru Clujului,10,martie 2025,"Hotel de tip self check-in, amplasat in centru Clujului, modern. Apartamentul arata ca in poze, in camera ti se ofera apa, cafea, ceai, ai terasa la dispozitie.",Nu are parcare proprie.
55,Ne am simțit minunat și revenim cu prima ocazie!,10,februarie 2025,"Designul modern și cald, curățenia exemplară, procedura de check in foarte simplă și rapidă + amabilitatea managerului.",Nu a fost ceva ce să nu ne placă!
55,"O locație deosebită, curățenie impecabilă, totul modern și amenajat cu bun gust. Cu siguranță vom reveni.",10,februarie 2025,"Curat, modern",
55,Cea mai bună alegere în centrul Clujului!,10,februarie 2025,"Super !!!! Apartamentul nou , modern, confortabil,  decorat frumos ! Comunicarea foarte prietenoasă și facilă , locație ultracentrală,  aproape de o parcare acoperită iar raportul calitate-preț este de nota 11 din 10. Nu venim des la Cluj dar, cu siguranță data viitoare tot aici vom alege să stăm.",
55,Perfect,10,ianuarie 2025,"Camera luminoasa ,frumos decorata,dotata cu cafetiera,ceainic,,frigider, foarte curat,pat confortabil,baia încăpătoare dotata cu tor ce ai nevoie   , amplasat central,parcare se găsește foarte aproape de hotel!",
55,Excepţional,10,ianuarie 2025,,Parcarea este o mare problema!
55,Ubt Vâlcea 97:100,9,decembrie 2024,Locație calitate pat confortabil,Parcări putine
57,Excepţional,10,mai 2025,Absolut totul este la superlativ. 5 stele ca in Dubai.,"Relativ scump, dar cu un motiv."
57,Excepţional,10,iunie 2025,Totul...superb hotelul si personalul..Totul la superlativ,Nimic!
57,"Camere confortabile, f. Curate, totul f, plăcut!",10,iunie 2025,Mi a plăcut totul.,
57,Un loc in care te simti rasfatat.,10,mai 2025,Atunci cand am revenit totul a fost perfect.,Ar trebui putin mai multa atentie la detaliile care conteaza.
57,Excelent,10,iunie 2025,Personalul foarte amabil în special la micul dejun foarte profesioniști,
57,Excepţional,10,mai 2025,Totul,
57,Vom reveni cu mare drag,10,mai 2025,"Totul minunat camera ,mic dejun fabulos ,facilități !",
57,Excepţional,10,mai 2025,"Curățenie , personal prietenos și micul dejun delicios ! 10/10",
57,Excepţional,10,mai 2025,"Totul a fost perfect, am fost plăcut surprinsă de tot ce oferă proprietatea!",
57,excelent,10,mai 2025,Totul,totul a fost perfect
57,Excepţional,10,mai 2025,Totul a fost exceptional,
57,O cazare perfecta,10,mai 2025,"Camerele sunt foarte frumoase, mari si curate. Patul foarte confortabil. Balconul minunat!",
57,Totul a fost la superlativ.,10,aprilie 2025,Curățenia,
57,Frumos!,10,aprilie 2025,"Camerele sunt mari, cu un design superb, totul curat. Accesoriile de baie de calitate. 
Mic dejun foarte bun, personal amabil","Nu ofera apă plată din partea casei în cameră sau un desert, si nu au spa"
57,Superb,9,aprilie 2025,Camerele generoase și foarte curate,Nu are SPA și restaurant
57,A fost un sejur de vis în acest hotel,10,aprilie 2025,Tot,
57,Excelent,10,aprilie 2025,Camera foarte spatioasa si cu un design luxos!,
57,Excepţional,10,aprilie 2025,Spațios!,
57,Excepţional,10,aprilie 2025,A fost super totul,Un pic galagie noaptea din cauza traficului
57,Perfecțiune,10,martie 2025,Nu există notă pentru acest hotel . 10000+++ felicitări .,
57,Excepţional,10,martie 2025,Un hotel cu servicii bune restaurant excelent,
57,Excepţional,10,martie 2025,Mic dejun excelent…personal foarte atent si amabil.,
57,Excepţional,10,februarie 2025,"Zona, design-ul și confortul.",
57,"Ca de fiecare data la cel mai inalt nivel , hotelul meu preferat in Cluj-Napoca",10,februarie 2025,"Totul la superlativ , personal foarte amabil si dispus oricand sa indeplineasca solicitarile clientilor .",
58,Excepţional,10,mai 2025,"Camera curată, personal foarte amabil, micul dejun foarte ok.",-
58,Superb,9,iunie 2025,"locatia mi a placut foarte mult ,micul dejun a fost bun",
58,Superb,9,mai 2025,"Personal amabil, locatie curata",
58,Un sejur placut si liniștit,9,martie 2025,Camerele arata foarte bine si paturile sunt confortabile,
58,Optim,10,februarie 2025,Totul,Nimic
58,Excepţional,10,februarie 2025,Totul.,
58,Excepţional,10,decembrie 2024,totul super,
58,Toate foarte bine!,10,decembrie 2024,"Personalul amabil, curățenia de nota 10+ iar micul dejun foarte diversificat și gustos. Recomand cu încredere !",
58,Foarte bine,8,septembrie 2024,Locația și dotările camerelor,"Prețul cam piperat, este Cluj dar totuși."
58,Super!,10,noiembrie 2024,Totul a fost ok!,
58,Foarte bine,8,noiembrie 2024,Curățenie,Patul și micul dejun
58,Superb,9,noiembrie 2024,"Personal amabil, curatenie fără cusur, parcare ok, mic dejun variat.",Totul a fost în regulă cu excepția patului single. Mi s-a părut cam îngust.
58,Superb,9,octombrie 2024,,Restaurantul lasă de dorit.
58,Un raport calitate/pret exceptional (pentru Cluj-Napoca),9,octombrie 2024,"O locatie exceptionala in periferia Clujului. Parcarea asigura necesitatea hotelului. Desi au 2 etaje (cred), hotelul este dotat cu lift. Camerele sunt mari si baia este recent renovata (cabina de dus). Micul dejun este de tip bufet suedez, fara a se face rabat la calitate.","Hotelul este amplasat in periferia Clujului, deplasarea la orele de varf fiind similara cu alte deplasari in orase aglomerate."
58,Excepţional,10,Aug-24,"Amabilitate, promptitudine, curatenie, disponibilitate.",.
58,"Sejurul a fost romantic, elegant și liniștit.",10,Aug-24,"Micul dejun a fost grozav, cu multe opțiuni disponibile.",
58,Cam de nota 9 la general.,9,Aug-24,"O locație liniștită, camere potrivite, mic dejun ok.",Ar trebui înlocuită mocheta din camere cu parchet.
58,Excepţional,10,iulie 2024,👍,👍
58,Superb,9,iunie 2024,"Hotelul a fost foarte frumos, loc de parcare la proprietate, camera spatioasa si moderna cu cada cu hidromasaj unde ai putut sa te relaxezi de minune, curatenie, minibar, un balcon micut. Proprietarul a fost amabil si saritor sa ajute. In pret am avut si mic dejun inclus, dar nu am avut timp sa merg, deci nu stiu cum e mancarea","Pot sa zic ca un minus ar fi angajatii care pe toata sederea de 3 zile au fost niste acrituri, de la femeile care fac curat, la femeia care serveste la restaurant si cei de la receptie( exceptie fiind o angajata mai tanara care a fost super simpatica si de ajutor), in rest toti se uitau la tine de zici ca le-ai facut ceva rau, nu schitau un zambet macar de complezenta ceea ce te face sa te simti putin incomod, o atitudine care nu ar trebui sa existe cand lucrezi cu oamenii. Inca un lucru care a fost deranjant este ca la parter in aceeasi cladire cu camerele este un restaurant unde in una din zile s-a organizat un eveniment si s-a auzit muzica foarte tare pe parcursul a catorva ore, lucru ce a fost cam deranjant, dar la 22 s-a oprit muzica"
58,O ședere confortabilă și totul bine pus la punct,10,iunie 2024,"Mic dejun foarte bun, camere curate, liniște.",
58,"Curatenie, personalul de la receptie extrem de amabil",9,mai 2024,Mic dejun variat,
58,Foarte bine,8,aprilie 2024,,"Pereții subțiri, de câte ori ma aflam în camera auzeam tv-ul dat tare de la cealaltă camera, indiferent ca era ora 23 sau 6."
58,"O zi liniștitoare, cu un pat excepțional de odihnitor.",10,aprilie 2024,Camerele,"Recepția, părea un hotel vechi..contrar ceea ce era în interior(camere)."
58,Ok,8,aprilie 2024,"E foarte curat, parcare suficienta, personal foarte amabil.","Micul dejun e la un nivel de baza, iar prețul nu e tocmai de pensiune. Nu exista oua fierte, legume doar rosii și castraveti, 2 feluri de branza, cateva mezeluri, ochiuri și omleta. Locatia incepe sa îmbătrânească și se vede. Aveau și prosoape destrămate pe margine."
56,Cel mai bun hotel din Cluj !!!,10,iunie 2025,"Condiții de cazare excelente, personalul foarte amabil. 
Camerele mari si patul confortabil.
Micul dejun cu produse de foarte buna calitate .
Restaurantul japonez din cadrul hotelului merita încercat.",
56,"De neuitat , foarte placut!",10,iunie 2025,Micile surprize pentru aniversarea mea,
56,Excelent,10,iunie 2025,Totul excepțional,Nu există
56,Excepţional,10,aprilie 2025,Locația centrală. Curățenia. Amabilitatea personalului de la recepție până la personalul de la curățenie. Parcarea subterană și accesul cu liftul. Servirea de la micul dejun și diversitatea produselor.,
56,Excepţional,10,aprilie 2025,"Amabilitatea personalului, curatenia exemplara si bucataria de top! Felicitari!",
56,Excepţional,10,martie 2025,"Nota 10. Totul la superlativ, de la personal pana la mic-dejun. Când revenim in Cluj o sa stam doar aici.",
56,Perfect!,10,martie 2025,Totul a fost la superlativ !,
56,Foarte bine,8,martie 2025,"Personalul foarte amabil, de nota 10.",Prețurile nejustificat de mari la cazare și parcare
56,Foarte bine,8,martie 2025,Locatia,Vineri seara a foat un eveniment corporate si restaurantul era blocat. Mi ar fi placut sa aflu de la ceck in
56,Excepţional,10,februarie 2025,Pozitionarea,Galagia in intervalul de curatenie
56,Excepţional,10,martie 2025,"Camera, micul-dejun, barul.","Cafeaua la micul-dejun, ieșirea din parcarea subterană foarte îngustă pentru mașini mai mari. Bariera amplasata necorespunzător."
56,Locație excelentă,10,martie 2025,"Locație excelentă,  personalul foarte amabil. Camerele curate, servicii de top.",
56,Foarte bine,8,februarie 2025,Personalul foarte amabil.,Camerele sunt extrem de mici pentru un hotel ca Radisson. Practic daca faci un pas mai mare intri din hol direct în pat.
56,Recomand,10,februarie 2025,"Totul la superlativ, personal extrem de amabil servicii de calitate.Recomand",
56,un sejur excelent intr-o locatie inspirat si performant organizata,10,februarie 2025,"cele doua restaurante, cu un plus deosebit pentru cel cu specific japonez
distanta foarte mica fara de BT Arena","ora de finalizare a curateniei in camere era destul de tarzie: 13,30-14"
56,Perfect pentru a fi cel mai aproape de Transylvania Open!,9,februarie 2025,"Micul dejun a fost foarte divers si gustos. Optiunea de mic dejun a la carte a fost benefica, mai ales oferta de oua Benedict. Recomand Restaurantul japonez, unde oferta, atmosfera si personalul sunt deosebiti.",
56,Fix la fix,10,februarie 2025,"Locația, intimitatea, funcționalitatea, bucătăria",Nu există
56,Totul este făcut ca se te simți bine.,10,februarie 2025,Totul este la excepțional fără cuvinte .,"Am căutat ,dar nu am găsit nimica care să mă nemulțumească!"
56,Super,10,februarie 2025,Personalul deosebit de amabil,
56,Un sejur minunat pe care ne dorim să îl repetăm.,10,ianuarie 2025,"Locația, amabilitatea personalului, liniștea, curățenia.",
56,O experiență nouă EXCEPȚIONALĂ,10,ianuarie 2025,"Delicios ,diversificat ,pentru toate gusturile",
56,Excepţional,10,decembrie 2024,"Micul dejun foarte foarte foarte excelent,",
56,Foarte frumos !!!,9,octombrie 2024,Locatia  perfecta !,Totul la superlativ
56,Un sejur excelent care va fi repetat în curând.,10,ianuarie 2025,"Locația,amabilitatea personalului,curățenia,liniștea.",
59,A fost minunat,9,iunie 2025,Amplasarea,-
59,O sa mai revenim,10,mai 2025,"Camera foarte frumoasa si confortabila, personalul extrem de dragut.",
59,Mai bine decat ma asteptam😁,10,februarie 2025,"Locatia e foarte buna, aproape de Cluj Arena si Bt Arena, cu o vedere panoramica asupra raului. Camera mare, foarte frumoasa, pat confortabil, personal amabil. Recomand acest hotel.",Produsele de la micul dejun erau cam uscate si limitate.
59,Excepţional,10,februarie 2025,Totul,
59,A fost plăcut mai ales datorita personalului,9,februarie 2025,Micul dejun bună. Locul perfect pentru obiectivul nostru-BT Arena,
59,Excepţional,10,februarie 2025,Totul este foarte ok.Recomand acest hotel cu toată încrederea.,
59,Excepţional,10,ianuarie 2025,a fost super!,
59,Excepţional,10,decembrie 2024,Tot,
59,Superb,9,decembrie 2024,"Hotel curat ,pat confortabil,mic dejun bun",
59,Superb,9,noiembrie 2024,"Cea mai buna cafea pe care am baut-o la un hotel,la mic dejun.",
59,Superb,9,noiembrie 2024,"Este un hotel  foarte frumos,  curat si modern. S a făcut curat zilnic, s au schimbat prosoapele zilnic. Personal foarte amabil și receptiv la solicitările clienților.","Micul dejun slab, din 3 zile în 2 mancarea a fost rece, farfuriile cu mezeluri/ cașcaval aproape goale. Dacă s ar îmbunătăți micul dejun ar fii un hotel extraordinar."
59,Ma voi caza mereu La River Park Hotel.,10,octombrie 2024,Totul a fost la superlativ. Staful a fost foarte prietenos. Camera si baia curate. Liniste in timpul nopti. Micul dejun a fost ok.,
59,Excepţional,10,octombrie 2024,"Conditii excelente de cazare,toate facilitatile,locatia perfecta pe malul raului,parcul ne,a imbiat la plimbare in fiecare seara.",Poate ca micul dejun ar putea fi mai tentant
59,Excepţional,10,septembrie 2024,"A fost totul ok, atat personalul, cat si curatenia, micul dejun..O sa revin cu siguranta!",
59,Condiții foarte bune.,9,septembrie 2024,"Amabilitatea personalului, curățenia, amplasarea.","Ușa culisanta de la cabina dusului , se bloca, greu de manevrat."
59,Excepţional,10,Aug-24,"Plasarea hotelului foarte bună. Camera curată  spațioasă, personalul amabil, totul la superlativ!",
